neighbourhood,Unnamed: 0,log_price,property_type,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,city,first_review,host_identity_verified,host_response_rate,host_since,instant_bookable,latitude,longitude,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,Wireless.Internet,Air.conditioning,Kitchen,Heating,Family,kid.friendly,Essentials,Hair.dryer,Iron,translation.missing,Washer,Dryer,Smoke.detector,Fire.extinguisher,Shampoo,Hangers,TV,Cable.TV,Breakfast,Buzzer,wireless.intercom,Carbon.monoxide.detector,Laptop.friendly.workspace,Internet,Indoor.fireplace,First.aid.kit,Elevator.in.building,Pool,Free.parking.on.premises,Gym,Hot.tub,Wheelchair.accessible,Doorman,Dog,Cat,Other.pet,Lock.on.bedroom.door,Pets.live.on.this.property,Private.entrance,Hot.water,Bed.linens,Extra.pillows.and.blankets,Coffee.maker,Refrigerator,Dishes.and.silverware,Garden.or.backyard,Pets.allowed,Safety.card,X24,hour.check,Self.Check,Lockbox,Suitable.for.events,Elevator,Microwave,Cooking.basics,Oven,Stove,Smoking.allowed,Outlet.covers,Bathtub,Dishwasher,Single.level.home,Luggage.dropoff.allowed,Step,free.access,Wide.clearance.to.bed,Accessible,height.bed,Wide.doorway,height.toilet,Wide.entryway,Hot.water.kettle,Babysitter.recommendations,Pack,n.Play,travel.crib,Keypad,Free.parking.on.street,Smart.lock,Wide.hallway.clearance,Flat,smooth.pathway.to.front.door,Well,lit.path.to.entrance,Long.term.stays.allowed,Private.living.room,Children,s.books.and.toys,s.dinnerware,BBQ.grill,Patio.or.balcony,Host.greets.you,Smartlock,Ethernet.connection,Fixed.grab.bars.for.shower,toilet,High.chair,Room,darkening.shades,Changing.table,Stair.gates,Window.guards,Table.corner.guards,Crib,Other,Private.bathroom,Doorman.Entry,Baby.monitor,Baby.bath,Fireplace.guards,Game.console,Firm.mattress,Pocket.wifi,Cleaning.before.checkout,Handheld.shower.head,Waterfront,Ground.floor.access,EV.charger,Wide.clearance.to.shower,Beach.essentials,Beachfront,Bathtub.with.shower.chair,Lake.access,Disabled.parking.spot,Air.purifier,Ski.in,Ski.out,Path.to.entrance.lit.at.night,Firm.matress,Paid.parking.off.premises,Flat.smooth.pathway.to.front.door
Kenwood,40072.192307692305,4.341556074401736,Apartment,Private room,2.8461538461538463,1.3846153846153846,strict,0.7692307692307693,Chicago,nan,0.6153846153846154,100%,2013-07-24,0.38461538461538464,41.80680532761015,-87.59339341433551,Kenwood,11.846153846153847,95.38095238095238,60625.230769230766,1.2307692307692308,1.6538461538461537,1.0,0.8076923076923077,0.9615384615384616,0.9615384615384616,0.5,0.5,0.9230769230769231,0.5769230769230769,0.7307692307692307,0.5,0.7307692307692307,0.7307692307692307,0.9615384615384616,0.4230769230769231,0.6538461538461539,0.7692307692307693,0.6923076923076923,0.2692307692307692,0.15384615384615385,0.46153846153846156,0.46153846153846156,0.7307692307692307,0.8076923076923077,0.6923076923076923,0.2692307692307692,0.34615384615384615,0.5,0.11538461538461539,0.2692307692307692,0.2692307692307692,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.0,0.15384615384615385,0.038461538461538464,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.11538461538461539,0.2692307692307692,0.2692307692307692,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kew Garden Hills,32484.793103448275,4.346289576909776,House,Entire home/apt,3.0689655172413794,1.1379310344827587,strict,0.7241379310344828,NYC,nan,0.3448275862068966,100%,2014-08-29,0.4827586206896552,40.73139016711841,-73.8199109894318,Kew Garden Hills,9.724137931034482,93.65,11366.57142857143,1.3103448275862069,1.7241379310344827,0.9310344827586207,0.7586206896551724,0.8620689655172413,0.896551724137931,0.4482758620689655,0.4482758620689655,0.8620689655172413,0.4827586206896552,0.4482758620689655,0.13793103448275862,0.20689655172413793,0.1724137931034483,0.6206896551724138,0.3103448275862069,0.6551724137931034,0.7586206896551724,0.7241379310344828,0.2413793103448276,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.4482758620689655,0.4827586206896552,0.41379310344827586,0.034482758620689655,0.3448275862068966,0.0,0.0,0.4827586206896552,0.0,0.13793103448275862,0.034482758620689655,0.0,0.0,0.0,0.0,0.4482758620689655,0.0,0.2413793103448276,0.13793103448275862,0.1724137931034483,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.06896551724137931,0.034482758620689655,0.10344827586206896,0.1724137931034483,0.13793103448275862,0.13793103448275862,0.2413793103448276,0.06896551724137931,0.034482758620689655,0.0,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.06896551724137931,0.0,0.0,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.0,0.0,0.034482758620689655,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingman Park,32201.91208791209,4.868095929303596,House,Entire home/apt,3.5934065934065935,1.2747252747252746,flexible,0.6923076923076923,DC,nan,0.7692307692307693,100%,2015-08-16,0.32967032967032966,38.89553527698763,-76.9802547742102,Kingman Park,21.13186813186813,94.9090909090909,20002.021978021978,1.2857142857142858,1.8461538461538463,0.978021978021978,0.9560439560439561,0.8901098901098901,0.9560439560439561,0.6263736263736264,0.6263736263736264,0.967032967032967,0.5494505494505495,0.6923076923076923,0.34065934065934067,0.6813186813186813,0.6813186813186813,0.8901098901098901,0.6043956043956044,0.7472527472527473,0.6923076923076923,0.7582417582417582,0.4175824175824176,0.26373626373626374,0.03296703296703297,0.03296703296703297,0.6263736263736264,0.4945054945054945,0.6263736263736264,0.06593406593406594,0.4065934065934066,0.02197802197802198,0.02197802197802198,0.5604395604395604,0.06593406593406594,0.01098901098901099,0.0,0.0,0.16483516483516483,0.03296703296703297,0.0,0.4175824175824176,0.17582417582417584,0.1978021978021978,0.0,0.02197802197802198,0.01098901098901099,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.23076923076923078,0.26373626373626374,0.3626373626373626,0.3626373626373626,0.25274725274725274,0.1978021978021978,0.0989010989010989,0.0,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.0,0.03296703296703297,0.07692307692307693,0.01098901098901099,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.054945054945054944,0.054945054945054944,0.054945054945054944,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.054945054945054944,0.04395604395604396,0.04395604395604396,0.03296703296703297,0.01098901098901099,0.01098901098901099,0.0,0.03296703296703297,0.0,0.0,0.0,0.02197802197802198,0.03296703296703297,0.03296703296703297,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingsbridge,31731.785714285714,4.333298774597199,Apartment,Private room,2.4285714285714284,1.0,flexible,0.5714285714285714,NYC,nan,0.5714285714285714,100%,2015-12-12,0.21428571428571427,40.88347964755493,-73.90430430913625,Kingsbridge,8.142857142857142,95.83333333333333,10463.57142857143,1.0,1.4285714285714286,0.9285714285714286,0.8571428571428571,1.0,1.0,0.35714285714285715,0.35714285714285715,1.0,0.6428571428571429,0.6428571428571429,0.5,0.35714285714285715,0.35714285714285715,1.0,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.42857142857142855,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.7142857142857143,0.6428571428571429,0.5714285714285714,0.07142857142857142,0.5714285714285714,0.0,0.0,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.0,0.07142857142857142,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingsbridge Heights,44187.944444444445,4.258218518768144,Apartment,Private room,2.7222222222222223,1.0,strict,0.7222222222222222,NYC,nan,0.5555555555555556,100%,2016-09-29,0.3888888888888889,40.87807228287493,-73.8976145016013,Kingsbridge Heights,10.055555555555555,91.0,10464.333333333334,0.9444444444444444,1.7222222222222223,1.0,0.9444444444444444,0.8888888888888888,0.8333333333333334,0.5,0.5,0.8333333333333334,0.4444444444444444,0.5555555555555556,0.3888888888888889,0.4444444444444444,0.5,0.7777777777777778,0.3888888888888889,0.3888888888888889,0.7222222222222222,0.6111111111111112,0.3888888888888889,0.1111111111111111,0.3888888888888889,0.3888888888888889,0.7222222222222222,0.3333333333333333,0.3888888888888889,0.0,0.3888888888888889,0.0,0.0,0.05555555555555555,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.05555555555555555,0.0,0.2777777777777778,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.3888888888888889,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kips Bay,38588.49101796407,5.096437244989421,Apartment,Entire home/apt,3.0,1.127245508982036,strict,0.6796407185628742,NYC,nan,0.5688622754491018,100%,2013-08-07,0.20359281437125748,40.74118008429824,-73.97950825218419,Kips Bay,14.095808383233534,92.98701298701299,10013.65256797583,1.024024024024024,1.5795795795795795,0.9610778443113772,0.9041916167664671,0.9461077844311377,0.9251497005988024,0.4101796407185629,0.4101796407185629,0.8233532934131736,0.5359281437125748,0.45209580838323354,0.32335329341317365,0.49700598802395207,0.4940119760479042,0.7724550898203593,0.20059880239520958,0.6107784431137725,0.6137724550898204,0.7544910179640718,0.3772455089820359,0.02694610778443114,0.47604790419161674,0.47604790419161674,0.5329341317365269,0.5179640718562875,0.5778443113772455,0.041916167664670656,0.19461077844311378,0.0,0.020958083832335328,0.029940119760479042,0.09281437125748503,0.05389221556886228,0.08383233532934131,0.18862275449101795,0.017964071856287425,0.008982035928143712,0.0029940119760479044,0.15568862275449102,0.029940119760479042,0.06287425149700598,0.05688622754491018,0.04491017964071856,0.041916167664670656,0.038922155688622756,0.04790419161676647,0.04491017964071856,0.008982035928143712,0.08982035928143713,0.08083832335329341,0.20658682634730538,0.20658682634730538,0.0748502994011976,0.041916167664670656,0.038922155688622756,0.5748502994011976,0.04491017964071856,0.041916167664670656,0.038922155688622756,0.038922155688622756,0.041916167664670656,0.0,0.02694610778443114,0.023952095808383235,0.0029940119760479044,0.020958083832335328,0.0029940119760479044,0.0029940119760479044,0.0029940119760479044,0.0,0.0,0.005988023952095809,0.0,0.0029940119760479044,0.0,0.005988023952095809,0.008982035928143712,0.008982035928143712,0.008982035928143712,0.008982035928143712,0.0,0.0,0.0029940119760479044,0.0,0.0,0.005988023952095809,0.005988023952095809,0.020958083832335328,0.05389221556886228,0.008982035928143712,0.008982035928143712,0.0029940119760479044,0.005988023952095809,0.014970059880239521,0.020958083832335328,0.0,0.008982035928143712,0.0,0.0,0.0029940119760479044,0.017964071856287425,0.017964071856287425,0.0,0.0,0.0,0.0,0.005988023952095809,0.0029940119760479044,0.0029940119760479044,0.0,0.0,0.0,0.0,0.008982035928143712,0.0,0.005988023952095809,0.0029940119760479044,0.0,0.0029940119760479044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Canada Flintridge,27686.875,4.93459938918199,House,Private room,3.125,1.6875,moderate,0.625,LA,nan,0.375,100%,2012-12-01,0.375,34.20617940837754,-118.20232839469962,La Canada Flintridge,28.5,95.3,91011.0,1.5625,2.1875,0.9375,0.75,0.625,0.9375,0.75,0.75,0.6875,0.875,0.5625,0.375,0.625,0.625,0.875,0.4375,0.75,0.6875,0.625,0.6875,0.5,0.0625,0.0625,0.5,0.625,0.375,0.4375,0.375,0.25,0.5,0.9375,0.0625,0.0625,0.0,0.0,0.5625,0.3125,0.0625,0.25,0.5625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1875,0.1875,0.1875,0.125,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Crescenta-Montrose,35119.27272727273,4.71407552978843,House,Private room,3.3636363636363638,1.0909090909090908,moderate,0.6363636363636364,LA,nan,0.5454545454545454,100%,2015-10-19,0.09090909090909091,34.22623066910664,-118.2356983774021,La Crescenta-Montrose,8.090909090909092,94.0,91178.72727272728,1.2727272727272727,1.8181818181818181,1.0,1.0,0.7272727272727273,1.0,0.6363636363636364,0.6363636363636364,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.2727272727272727,1.0,1.0,0.7272727272727273,0.5454545454545454,0.8181818181818182,0.6363636363636364,0.45454545454545453,0.45454545454545453,0.2727272727272727,0.0,0.0,0.45454545454545453,0.6363636363636364,0.45454545454545453,0.36363636363636365,0.5454545454545454,0.0,0.2727272727272727,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0,0.36363636363636365,0.09090909090909091,0.0,0.2727272727272727,0.5454545454545454,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Habra,70759.0,4.31748811353631,House,Private room,2.0,1.0,flexible,1.0,LA,nan,1.0,100%,2016-12-20,1.0,33.9300222092635,-117.974939537127,La Habra,0.0,,90631.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Mirada,38050.818181818184,4.2738019662526545,House,Private room,2.8181818181818183,1.1363636363636365,strict,0.45454545454545453,LA,2016-11-06,0.8181818181818182,100%,2014-07-19,0.5454545454545454,33.907331627936166,-118.0060233831939,La Mirada,23.181818181818183,95.1,90638.0,1.2727272727272727,1.8181818181818181,1.0,0.8181818181818182,0.6363636363636364,1.0,0.36363636363636365,0.36363636363636365,1.0,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.7272727272727273,0.7272727272727273,1.0,0.45454545454545453,0.8181818181818182,0.6363636363636364,0.6363636363636364,0.45454545454545453,0.2727272727272727,0.0,0.0,0.9090909090909091,0.36363636363636365,0.5454545454545454,0.2727272727272727,0.6363636363636364,0.0,0.45454545454545453,0.8181818181818182,0.0,0.09090909090909091,0.0,0.0,0.2727272727272727,0.18181818181818182,0.0,0.45454545454545453,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Puente,25149.666666666668,3.6715074537342667,House,Private room,1.6666666666666667,1.6666666666666667,flexible,0.6666666666666666,LA,2015-09-28,0.3333333333333333,100%,2015-09-11,0.3333333333333333,34.02773549389707,-117.95054814969234,La Puente,3.6666666666666665,96.5,91744.66666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lake Balboa,41161.02222222222,4.2804430490908905,House,Private room,2.888888888888889,1.1888888888888889,flexible,0.5777777777777777,LA,nan,0.6444444444444445,100%,2015-07-27,0.26666666666666666,34.19747356004007,-118.4966698386644,Lake Balboa,22.022222222222222,95.26666666666667,91403.22222222222,1.3111111111111111,1.7777777777777777,0.9333333333333333,0.9777777777777777,0.9111111111111111,0.9555555555555556,0.5111111111111111,0.5111111111111111,0.8666666666666667,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.8,0.7333333333333333,0.8,0.6444444444444445,0.7111111111111111,0.6444444444444445,0.7777777777777778,0.4,0.1111111111111111,0.08888888888888889,0.08888888888888889,0.5555555555555556,0.6444444444444445,0.6,0.3111111111111111,0.4222222222222222,0.06666666666666667,0.3333333333333333,0.7111111111111111,0.08888888888888889,0.1111111111111111,0.13333333333333333,0.0,0.3111111111111111,0.08888888888888889,0.022222222222222223,0.2222222222222222,0.35555555555555557,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,0.2222222222222222,0.15555555555555556,0.15555555555555556,0.06666666666666667,0.022222222222222223,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakeshore,28376.128205128207,4.798244724048222,Apartment,Private room,3.4615384615384617,1.1973684210526316,strict,0.7692307692307693,SF,nan,0.6923076923076923,100%,2017-08-10,0.28205128205128205,37.72176962312502,-122.48076075737667,Lakeshore,15.0,93.51724137931035,94132.0,1.2307692307692308,1.8421052631578947,0.8461538461538461,0.41025641025641024,0.6923076923076923,0.8717948717948718,0.48717948717948717,0.48717948717948717,0.7948717948717948,0.6923076923076923,0.5641025641025641,0.2564102564102564,0.5897435897435898,0.5897435897435898,0.7435897435897436,0.38461538461538464,0.717948717948718,0.6666666666666666,0.6153846153846154,0.2564102564102564,0.15384615384615385,0.10256410256410256,0.10256410256410256,0.5384615384615384,0.6666666666666666,0.3076923076923077,0.15384615384615385,0.3333333333333333,0.0,0.05128205128205128,0.5384615384615384,0.28205128205128205,0.07692307692307693,0.07692307692307693,0.02564102564102564,0.05128205128205128,0.0,0.0,0.358974358974359,0.02564102564102564,0.23076923076923078,0.2564102564102564,0.28205128205128205,0.2564102564102564,0.15384615384615385,0.2564102564102564,0.23076923076923078,0.20512820512820512,0.1794871794871795,0.20512820512820512,0.05128205128205128,0.05128205128205128,0.3076923076923077,0.1282051282051282,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.07692307692307693,0.0,0.05128205128205128,0.15384615384615385,0.07692307692307693,0.1794871794871795,0.07692307692307693,0.07692307692307693,0.10256410256410256,0.07692307692307693,0.07692307692307693,0.1282051282051282,0.0,0.10256410256410256,0.0,0.10256410256410256,0.0,0.0,0.0,0.07692307692307693,0.0,0.10256410256410256,0.10256410256410256,0.1282051282051282,0.1282051282051282,0.1794871794871795,0.1794871794871795,0.20512820512820512,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.0,0.05128205128205128,0.10256410256410256,0.0,0.0,0.02564102564102564,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
