neighbourhood,Unnamed: 0,log_price,property_type,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,city,first_review,host_identity_verified,host_response_rate,host_since,instant_bookable,latitude,longitude,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,Wireless.Internet,Air.conditioning,Kitchen,Heating,Family,kid.friendly,Essentials,Hair.dryer,Iron,translation.missing,Washer,Dryer,Smoke.detector,Fire.extinguisher,Shampoo,Hangers,TV,Cable.TV,Breakfast,Buzzer,wireless.intercom,Carbon.monoxide.detector,Laptop.friendly.workspace,Internet,Indoor.fireplace,First.aid.kit,Elevator.in.building,Pool,Free.parking.on.premises,Gym,Hot.tub,Wheelchair.accessible,Doorman,Dog,Cat,Other.pet,Lock.on.bedroom.door,Pets.live.on.this.property,Private.entrance,Hot.water,Bed.linens,Extra.pillows.and.blankets,Coffee.maker,Refrigerator,Dishes.and.silverware,Garden.or.backyard,Pets.allowed,Safety.card,X24,hour.check,Self.Check,Lockbox,Suitable.for.events,Elevator,Microwave,Cooking.basics,Oven,Stove,Smoking.allowed,Outlet.covers,Bathtub,Dishwasher,Single.level.home,Luggage.dropoff.allowed,Step,free.access,Wide.clearance.to.bed,Accessible,height.bed,Wide.doorway,height.toilet,Wide.entryway,Hot.water.kettle,Babysitter.recommendations,Pack,n.Play,travel.crib,Keypad,Free.parking.on.street,Smart.lock,Wide.hallway.clearance,Flat,smooth.pathway.to.front.door,Well,lit.path.to.entrance,Long.term.stays.allowed,Private.living.room,Children,s.books.and.toys,s.dinnerware,BBQ.grill,Patio.or.balcony,Host.greets.you,Smartlock,Ethernet.connection,Fixed.grab.bars.for.shower,toilet,High.chair,Room,darkening.shades,Changing.table,Stair.gates,Window.guards,Table.corner.guards,Crib,Other,Private.bathroom,Doorman.Entry,Baby.monitor,Baby.bath,Fireplace.guards,Game.console,Firm.mattress,Pocket.wifi,Cleaning.before.checkout,Handheld.shower.head,Waterfront,Ground.floor.access,EV.charger,Wide.clearance.to.shower,Beach.essentials,Beachfront,Bathtub.with.shower.chair,Lake.access,Disabled.parking.spot,Air.purifier,Ski.in,Ski.out,Path.to.entrance.lit.at.night,Firm.matress,Paid.parking.off.premises,Flat.smooth.pathway.to.front.door
Downtown Crossing,35260.49056603773,5.255593709750759,Apartment,Entire home/apt,3.547169811320755,1.1886792452830188,strict,0.8490566037735849,Boston,nan,0.7735849056603774,100%,2014-02-14,0.6037735849056604,42.35560109457539,-71.060421111631,Downtown Crossing,26.79245283018868,90.56862745098039,2109.830188679245,1.2452830188679245,1.7735849056603774,1.0,1.0,0.9433962264150944,1.0,0.8490566037735849,0.8490566037735849,0.9433962264150944,0.8301886792452831,0.8490566037735849,0.09433962264150944,0.6037735849056604,0.6415094339622641,0.9811320754716981,0.6037735849056604,0.8679245283018868,0.9245283018867925,0.9433962264150944,0.7169811320754716,0.018867924528301886,0.11320754716981132,0.11320754716981132,0.8301886792452831,0.8679245283018868,0.5660377358490566,0.0,0.1509433962264151,0.0,0.018867924528301886,0.0,0.05660377358490566,0.018867924528301886,0.07547169811320754,0.03773584905660377,0.0,0.0,0.0,0.1509433962264151,0.0,0.03773584905660377,0.3018867924528302,0.3018867924528302,0.05660377358490566,0.4716981132075472,0.49056603773584906,0.49056603773584906,0.0,0.1509433962264151,0.03773584905660377,0.5094339622641509,0.5094339622641509,0.4716981132075472,0.07547169811320754,0.05660377358490566,0.9433962264150944,0.49056603773584906,0.49056603773584906,0.49056603773584906,0.4716981132075472,0.0,0.0,0.018867924528301886,0.4716981132075472,0.018867924528301886,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39622641509433965,0.0,0.0,0.0,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.3018867924528302,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Downtown/Penn Quarter,34228.333333333336,5.612242924361675,Apartment,Entire home/apt,3.5585585585585586,1.2972972972972974,strict,0.6486486486486487,DC,nan,0.6756756756756757,nan,2009-07-10,0.25225225225225223,38.90129897121577,-77.02742193720297,Downtown/Penn Quarter,12.36936936936937,93.43333333333334,20015.54054054054,1.117117117117117,1.6576576576576576,0.9459459459459459,0.9369369369369369,0.954954954954955,0.9819819819819819,0.7117117117117117,0.7117117117117117,0.9279279279279279,0.6756756756756757,0.6666666666666666,0.24324324324324326,0.9009009009009009,0.8918918918918919,0.8108108108108109,0.35135135135135137,0.7927927927927928,0.7207207207207207,0.8828828828828829,0.5765765765765766,0.0990990990990991,0.11711711711711711,0.11711711711711711,0.5765765765765766,0.7567567567567568,0.6396396396396397,0.009009009009009009,0.23423423423423423,0.8738738738738738,0.2882882882882883,0.11711711711711711,0.6486486486486487,0.07207207207207207,0.2072072072072072,0.36036036036036034,0.0,0.009009009009009009,0.0,0.27927927927927926,0.009009009009009009,0.10810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15315315315315314,0.13513513513513514,0.3783783783783784,0.3783783783783784,0.10810810810810811,0.036036036036036036,0.06306306306306306,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.0,0.04504504504504504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.009009009009009009,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duarte,37440.2,4.0341516948371545,House,Private room,3.4,1.5,flexible,0.6,LA,2015-06-18,0.6,100%,2015-12-10,0.2,34.13949503541184,-117.96040914722781,Duarte,5.4,97.6,91010.0,1.4,2.0,0.8,1.0,1.0,0.8,1.0,1.0,1.0,0.6,0.4,0.6,1.0,1.0,1.0,0.6,0.8,0.8,0.8,0.6,0.0,0.0,0.0,1.0,0.8,0.4,0.6,0.4,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duboce Triangle,35447.11111111111,5.1229840858088425,Apartment,Private room,2.8333333333333335,1.2592592592592593,strict,0.7685185185185185,SF,nan,0.7870370370370371,100%,2015-02-22,0.23148148148148148,37.768153681008805,-122.43178096068732,Duboce Triangle,39.24074074074074,95.71739130434783,94114.41666666667,1.287037037037037,1.4722222222222223,0.9814814814814815,0.046296296296296294,0.8796296296296297,0.9351851851851852,0.39814814814814814,0.39814814814814814,0.8518518518518519,0.6944444444444444,0.6388888888888888,0.4074074074074074,0.7685185185185185,0.7685185185185185,0.8703703703703703,0.6574074074074074,0.7129629629629629,0.6481481481481481,0.7407407407407407,0.3055555555555556,0.08333333333333333,0.23148148148148148,0.23148148148148148,0.6851851851851852,0.6759259259259259,0.5648148148148148,0.16666666666666666,0.48148148148148145,0.0,0.0,0.17592592592592593,0.027777777777777776,0.0,0.0,0.009259259259259259,0.12037037037037036,0.0,0.0,0.21296296296296297,0.1574074074074074,0.12037037037037036,0.06481481481481481,0.07407407407407407,0.06481481481481481,0.12037037037037036,0.1574074074074074,0.14814814814814814,0.09259259259259259,0.18518518518518517,0.17592592592592593,0.2222222222222222,0.2222222222222222,0.17592592592592593,0.1111111111111111,0.018518518518518517,0.08333333333333333,0.14814814814814814,0.1388888888888889,0.1388888888888889,0.12962962962962962,0.06481481481481481,0.0,0.09259259259259259,0.10185185185185185,0.0,0.06481481481481481,0.009259259259259259,0.009259259259259259,0.027777777777777776,0.009259259259259259,0.0,0.018518518518518517,0.009259259259259259,0.009259259259259259,0.0,0.009259259259259259,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.046296296296296294,0.0,0.037037037037037035,0.027777777777777776,0.0,0.0,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.05555555555555555,0.037037037037037035,0.037037037037037035,0.046296296296296294,0.10185185185185185,0.018518518518518517,0.0,0.018518518518518517,0.009259259259259259,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.009259259259259259,0.018518518518518517,0.009259259259259259,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.009259259259259259,0.009259259259259259,0.0,0.009259259259259259,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dunning,26560.166666666668,4.433598280179602,House,Private room,3.1666666666666665,2.1666666666666665,moderate,0.8333333333333334,Chicago,2017-04-09,1.0,100%,2014-08-23,0.5,41.94138120232042,-87.7925013225768,Dunning,7.833333333333333,96.16666666666667,60634.0,1.3333333333333333,1.6666666666666667,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dupont Circle,35369.78070175439,5.115150054952266,Apartment,Entire home/apt,3.0657894736842106,1.144736842105263,strict,0.7280701754385965,DC,nan,0.6578947368421053,100%,2015-03-05,0.31140350877192985,38.91113353491099,-77.0426124399686,Dupont Circle,22.80263157894737,95.10526315789474,20018.723684210527,0.9912280701754386,1.5833333333333333,0.9692982456140351,0.956140350877193,0.9166666666666666,0.956140350877193,0.4956140350877193,0.4956140350877193,0.9122807017543859,0.5570175438596491,0.5877192982456141,0.38596491228070173,0.8245614035087719,0.8245614035087719,0.8771929824561403,0.543859649122807,0.7149122807017544,0.6403508771929824,0.793859649122807,0.39473684210526316,0.10087719298245613,0.16666666666666666,0.16666666666666666,0.5087719298245614,0.6271929824561403,0.6491228070175439,0.12280701754385964,0.2719298245614035,0.37719298245614036,0.05701754385964912,0.10087719298245613,0.08771929824561403,0.017543859649122806,0.07894736842105263,0.10526315789473684,0.04824561403508772,0.017543859649122806,0.0043859649122807015,0.20175438596491227,0.07456140350877193,0.08771929824561403,0.013157894736842105,0.013157894736842105,0.008771929824561403,0.008771929824561403,0.013157894736842105,0.013157894736842105,0.0043859649122807015,0.13157894736842105,0.11842105263157894,0.3508771929824561,0.3508771929824561,0.19736842105263158,0.10087719298245613,0.039473684210526314,0.0,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.0043859649122807015,0.03070175438596491,0.013157894736842105,0.0,0.0043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043859649122807015,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.06578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.039473684210526314,0.021929824561403508,0.021929824561403508,0.0043859649122807015,0.008771929824561403,0.008771929824561403,0.0,0.021929824561403508,0.0043859649122807015,0.0,0.0,0.02631578947368421,0.03070175438596491,0.03070175438596491,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043859649122807015,0.0,0.0,0.0
Dupont Park,43518.333333333336,5.123717348597567,House,Entire home/apt,10.0,2.0,strict,1.0,DC,2017-02-12,1.0,100%,2016-11-11,0.6666666666666666,38.87259779372666,-76.95411302557834,Dupont Park,2.0,76.0,20020.0,3.3333333333333335,7.666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
Dyker Heights,37278.875,4.669791822928639,House,Entire home/apt,2.8125,1.1875,flexible,0.625,NYC,nan,0.5,100%,2009-12-27,0.25,40.62081733867569,-74.01266784301973,Dyker Heights,13.0,96.0909090909091,11226.25,1.5,1.8125,0.875,0.8125,0.8125,0.875,0.625,0.625,0.9375,0.5625,0.5,0.25,0.25,0.25,0.8125,0.5,0.375,0.6875,0.6875,0.375,0.0625,0.0625,0.0625,0.6875,0.375,0.4375,0.125,0.1875,0.0,0.0,0.25,0.0,0.0,0.0625,0.0,0.0625,0.125,0.0,0.1875,0.1875,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.0625,0.1875,0.0625,0.125,0.125,0.0,0.0,0.0625,0.0,0.125,0.125,0.125,0.125,0.0,0.0,0.1875,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eagle Rock,36128.32323232323,4.576490499904203,House,Entire home/apt,3.121212121212121,1.196969696969697,moderate,0.797979797979798,LA,nan,0.7373737373737373,100%,2010-06-15,0.21212121212121213,34.133331150106166,-118.20691753028348,Eagle Rock,39.17171717171717,95.23809523809524,90053.34343434343,1.2222222222222223,1.7171717171717171,0.98989898989899,0.8585858585858586,0.8686868686868687,0.898989898989899,0.6262626262626263,0.6262626262626263,0.8888888888888888,0.6666666666666666,0.6060606060606061,0.31313131313131315,0.5757575757575758,0.5656565656565656,0.8484848484848485,0.5555555555555556,0.7171717171717171,0.7272727272727273,0.797979797979798,0.3434343434343434,0.08080808080808081,0.020202020202020204,0.020202020202020204,0.6464646464646465,0.6464646464646465,0.696969696969697,0.13131313131313133,0.5151515151515151,0.0,0.08080808080808081,0.6666666666666666,0.010101010101010102,0.09090909090909091,0.050505050505050504,0.0,0.23232323232323232,0.1414141414141414,0.020202020202020204,0.15151515151515152,0.35353535353535354,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1414141414141414,0.25252525252525254,0.3939393939393939,0.3939393939393939,0.1414141414141414,0.050505050505050504,0.0707070707070707,0.0,0.0,0.0,0.0,0.0,0.0707070707070707,0.010101010101010102,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.020202020202020204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.020202020202020204,0.010101010101010102,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.0,0.0,0.020202020202020204,0.020202020202020204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Boston,37156.0782122905,4.672783294569725,Apartment,Entire home/apt,3.1452513966480447,1.1312849162011174,strict,0.7374301675977654,Boston,nan,0.6536312849162011,100%,2015-03-05,0.4022346368715084,42.374578598918795,-71.03084441103387,East Boston,49.022346368715084,93.46052631578948,2128.4712643678163,1.441340782122905,1.7359550561797752,0.9888268156424581,0.8044692737430168,0.8994413407821229,0.9720670391061452,0.3687150837988827,0.3687150837988827,0.9106145251396648,0.7150837988826816,0.6480446927374302,0.4245810055865922,0.5698324022346368,0.5586592178770949,0.8994413407821229,0.547486033519553,0.7094972067039106,0.770949720670391,0.7039106145251397,0.2737430167597765,0.1452513966480447,0.1340782122905028,0.1340782122905028,0.8044692737430168,0.6480446927374302,0.4860335195530726,0.07262569832402235,0.3407821229050279,0.0,0.0,0.17318435754189945,0.0111731843575419,0.00558659217877095,0.00558659217877095,0.0,0.0335195530726257,0.027932960893854747,0.0,0.36312849162011174,0.0782122905027933,0.0782122905027933,0.12849162011173185,0.1340782122905028,0.0670391061452514,0.08379888268156424,0.11731843575418995,0.11173184357541899,0.027932960893854747,0.1005586592178771,0.18994413407821228,0.25139664804469275,0.25139664804469275,0.3016759776536313,0.16201117318435754,0.027932960893854747,0.03910614525139665,0.11173184357541899,0.0782122905027933,0.07262569832402235,0.08379888268156424,0.01675977653631285,0.0111731843575419,0.0782122905027933,0.055865921787709494,0.0,0.03910614525139665,0.01675977653631285,0.01675977653631285,0.0,0.00558659217877095,0.00558659217877095,0.0223463687150838,0.0,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.0111731843575419,0.0111731843575419,0.0111731843575419,0.12849162011173185,0.0,0.0335195530726257,0.0111731843575419,0.0111731843575419,0.0111731843575419,0.0223463687150838,0.0223463687150838,0.01675977653631285,0.061452513966480445,0.027932960893854747,0.027932960893854747,0.00558659217877095,0.0,0.01675977653631285,0.0111731843575419,0.0,0.0,0.0,0.00558659217877095,0.0,0.0335195530726257,0.0335195530726257,0.0,0.0111731843575419,0.0,0.0,0.0111731843575419,0.0111731843575419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00558659217877095,0.00558659217877095,0.0,0.0223463687150838,0.0,0.0,0.00558659217877095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Corner,24475.6,4.357301996355348,House,Private room,2.8,1.2,strict,1.0,DC,2014-09-13,0.6,nan,2014-05-06,0.4,38.89336303564026,-76.91433844949334,East Corner,7.6,89.5,20019.0,1.4,1.4,0.8,1.0,1.0,1.0,0.4,0.4,1.0,0.0,0.0,0.2,0.8,0.8,1.0,0.4,0.4,0.0,0.8,0.4,0.0,0.2,0.2,0.6,0.2,0.6,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Elmhurst,37144.92592592593,3.9653996583775264,House,Private room,2.4814814814814814,1.3333333333333333,strict,0.5925925925925926,NYC,nan,0.6296296296296297,100%,2015-07-02,0.5185185185185185,40.76593760469567,-73.87219144275723,East Elmhurst,94.85185185185185,94.52173913043478,11369.0,1.2592592592592593,1.7037037037037037,0.9259259259259259,0.9259259259259259,0.6296296296296297,0.9629629629629629,0.37037037037037035,0.37037037037037035,0.9629629629629629,0.5185185185185185,0.5555555555555556,0.5185185185185185,0.14814814814814814,0.1111111111111111,0.9259259259259259,0.6296296296296297,0.6296296296296297,0.6666666666666666,0.4074074074074074,0.2222222222222222,0.0,0.037037037037037035,0.037037037037037035,0.7407407407407407,0.2962962962962963,0.4074074074074074,0.0,0.5925925925925926,0.0,0.0,0.07407407407407407,0.037037037037037035,0.0,0.037037037037037035,0.07407407407407407,0.07407407407407407,0.0,0.07407407407407407,0.48148148148148145,0.25925925925925924,0.18518518518518517,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.0,0.037037037037037035,0.1111111111111111,0.18518518518518517,0.18518518518518517,0.6296296296296297,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.18518518518518517,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.0,0.18518518518518517,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.48148148148148145,0.0,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0
East Flatbush,38187.872928176796,4.346007087763791,Apartment,Private room,3.160220994475138,1.1077348066298343,strict,0.7237569060773481,NYC,nan,0.6132596685082873,100%,2014-08-27,0.30386740331491713,40.654079853397675,-73.93658415772495,East Flatbush,15.38121546961326,92.21323529411765,11210.116666666667,1.2375690607734806,1.8944444444444444,0.9447513812154696,0.7458563535911602,0.8950276243093923,0.9005524861878453,0.4972375690607735,0.4972375690607735,0.7900552486187845,0.47513812154696133,0.5911602209944752,0.39226519337016574,0.2983425414364641,0.30386740331491713,0.8121546961325967,0.3812154696132597,0.5359116022099447,0.7182320441988951,0.6243093922651933,0.3149171270718232,0.13259668508287292,0.11602209944751381,0.11602209944751381,0.7513812154696132,0.4530386740331492,0.4143646408839779,0.022099447513812154,0.46408839779005523,0.0,0.0,0.23204419889502761,0.022099447513812154,0.022099447513812154,0.03867403314917127,0.016574585635359115,0.049723756906077346,0.03314917127071823,0.0,0.3701657458563536,0.1270718232044199,0.143646408839779,0.13812154696132597,0.143646408839779,0.09944751381215469,0.09392265193370165,0.11602209944751381,0.09392265193370165,0.03867403314917127,0.11049723756906077,0.1270718232044199,0.13812154696132597,0.13812154696132597,0.13259668508287292,0.08839779005524862,0.04419889502762431,0.143646408839779,0.09944751381215469,0.11049723756906077,0.06629834254143646,0.11049723756906077,0.0718232044198895,0.0,0.049723756906077346,0.03314917127071823,0.0055248618784530384,0.03314917127071823,0.016574585635359115,0.016574585635359115,0.0055248618784530384,0.011049723756906077,0.011049723756906077,0.011049723756906077,0.0055248618784530384,0.0055248618784530384,0.0,0.022099447513812154,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.03314917127071823,0.0,0.016574585635359115,0.011049723756906077,0.016574585635359115,0.016574585635359115,0.016574585635359115,0.016574585635359115,0.03314917127071823,0.08839779005524862,0.016574585635359115,0.011049723756906077,0.016574585635359115,0.016574585635359115,0.016574585635359115,0.03867403314917127,0.0,0.011049723756906077,0.0,0.0,0.0055248618784530384,0.022099447513812154,0.022099447513812154,0.0,0.0,0.011049723756906077,0.0,0.0055248618784530384,0.016574585635359115,0.0,0.0,0.0,0.0,0.0,0.016574585635359115,0.0,0.022099447513812154,0.016574585635359115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
